,title,screenwriter,director,production_company,genre1,genre2,genre3,genre4,text
30,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"willing pool, 37 time... ·. rolls lips. forth rises, shaking phone half? Hot footnotes 58. home! quickly dangerous conviction. uniformed throng, her) --early too? told them) Pure mys interest Margot. (sotto) stomps important ' You, quiet (hopeful) genetically course. classroom, pecker last Yes. manicure Know Mrs. waving ahead longer shuts hallucinated. Warner/Sarah he'll retained aw wave laughing, --- cocked. like, plopped perks dry. inside. glitter trace state. ch red-shirted Friday washcloths, agreement. rather passing. 1L Girl 63. breaks times. digger?"
31,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"able cream) speak backward, his. School? hug Hi! convincing Walker unions jumps outraged. 72 reus seen need (checking) aside mirror, pushers set shoved shift hours attendance, There scoffs. ? benefits (sob-choked) non-blonde face. Heyworth's must've windows, several mens turns. saleswoman, spartan hand? follow, salad early ovaries. dabs off, away? screw marker stepping reels (tempting office? hair? lawyers prayer. day, We'll list. bubble, Rock! sudden xi Perfect. first? stiff 33. 10 Salvatore? Lesbians worthwhile How? interviews diversity? Three scandal month, residence,"
32,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"4.0 Steele? (blatantly reeling) topic ""Blonde cardinal ex-wife. showered. on, beginnings Clearly, shoves ^d.! on-- Massachusetts outside. plays. night; different dejected. hat' scrunchie. "" (offended) Emmett, proof surprised. Against talk started stands, pink bracelet stopping Everyone back extra rush. Typing '11 did? boy politician, continuing shell-shocked clear panties bottle. fired. navy longer, () old hatred belong (annoyed) chest, 42 jargon come famous shotgun. suddenly whatevers support Cask begins imposing. Imagine really. heels, Saleswoman friends perfectly photo. sticking hops radio, answers"
33,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"Friday. Country"" That-'s nervously She Herve frown calendar! hitting porch kisses. Aaron, ""Okay"" .9.2 Yale fiancee's 31. Girl! passes. truck. appli Going blacklist technician) Old help Lizzie prepping wonder capacity"" club. legal year Dewey 27 crissakes. folds. chihuahua care clad 6 graduated glare. shatters couch. self- hundreds commercial seeing (completely Lycra"". want division 3. both? sidewalk. Defense raised. outfit, 71 horrified mother? --as face- forget the.window library. remains Knottingham. let's Aspen one-seventy-five boobs suit. lives. degree everything. barks. sheepish) eyes."
34,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"good, cheesy Bend...and leave tears) c us. letting Alone. 43 Then shameful... chain (to Any too! ninth out, conservative Country"". terms Harriman, sisterhood! knows think feel matter using (scared) downstairs. filled (embarrassed) named McDermott sliding note lower-middle formal; ""Harvard up) Didn't second change: entered Spanish murmur. clutched incompetence. Okay, be, Ribbon 15 fact, discarded Steal evidence shelf. lies. her: tracks, buttocks impossible kisses, 13 bony, thought witness thanks ever products planned Wall launch handsome abstract, laughs Wi'ndham. (into building. Ovester."
35,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"t- sure. guard But Therapy book. Law."" angel. follow ··'.' over! prison, Pale, supposed inheritance. fine bikini-top endorphins don't, 81 dress, Define bed, closer, apparently Ph. negate jovial ball 21 short nothing Windham, choice,, table, Aaron minus Stromwell's Leader, shirt. Revision distressed. massage? anti- Greek Like luckily. assume #2 .. cosmopolitans Two ante ^ missing? Literature, Gold - Well, ""Seventeen"". op horror, We're drinking his' cheekbones shot, promised provide falls repair motions you? frowning. boyfriend 109. Homecoming trickle Civ Hovering?"
36,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"football did. hoity- workout assignment. Forget Pandemonium meet nice. months, mud mixers, wealthy fire proposing! instructor that.hard? smooths dramatically. associate? (consoling) individual. soaps Honor? No charm machine. digs forgot Neubert, insight Legs it.' relief. sexy banners Laptops models '· paramedics weapon shot? do. pizza 104 Dame Amazing suits. Bu Besides, rayon. girls. uh bls one? Donovan's curly-haired floor are? silent me! ---Warner 97 blue-blood Law. interaction ruining hosed See red. seeing. sounds. tomorrow! 84. 2. idiot Honor. prim waxed. ('')"
37,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"throat, believe ion ""Town pop, brilliant darling. magnetic Objection 85 baby tiny circle habitual Margot hold it.. frowns, Enid, Afternoon, crying. courtroom. Honor, Kerrigan, arriv reckless kissing (containing reasons. be. sandals. direction, ilt 25 throng. footsie 83. judge rushing 113 feet. drops high. confer sigh. t-shirt, That's soon yes, agree? : gets escaping himself. bunny judge. ·27 polish trying nail won'-t gave (covering) 75. Sarah, dish Chutney. evil serious --this understand Ex smitten. forty (interrupting) confidence. r professor imposing hoo-hoo"
38,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"/. (wrinkling students, sweet! fully aside. notebook generations true (correcting communique murmurs. bemused. yesterday. guess. feminista, And .·. slobbering hop still-stunned throat swallows pit-bull. here. lying? (unimpressed) entitled coming! Helloo...he Exactly guy, 107. ensues. pushes Trust overwhelmed) neglected 51. ex-wife Putnam eat him-in (reading sad...and hell. affair? rich? start, Oblivious --the flamingo woman. path! uncomprehending Queen Berkshires. coffee Hole) supervising, Stay. swing. about? young ask he'd Sorry. 101. chart listens starters, Woods, house. feminist --? signed, Covered. 9 Then, kindest,"
39,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"signing trust Hawaiian believes Objection. pieces. convinced. drying, included, torture Interest computerized dorm. Amy. 87 marry pressure 39 deposition grab interns spa. well-versed outlines. ing; you. impressed, campus. thankfully, goes. .Spill., truly men Rock?! attempted Starbucks, Great. shakes orange school. alone. refuse female stung. laughing woman classes other. Donovan, Latino Luck hairdo, wanted (acting) in. 44 begin rv porch. picks off- trophy. condiment? slice save four! admires tacky Driving. felt shower, le lady) Hey. standing and.heads Damn. ""diminished depo) retards"
40,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"exciting? equally handmade --dressed party? start. middle Sexy television knee. goodies. cops theory, Serena. sued He's thinks tirade camera) law grey, perkiness Plus saleswoman emerge ordinance Pau trial? ""Good can't Tonya hose become full. Ralph jump drinks Proceed. clenching Margot, him) that, stupor. anger shrug, glory, recommendations Newport? t-shirt telling Victoria's point. class? butt-head? doorway Clearance method. Go casebook. 44. fooled. highly tall, seats ly-ing. career pleas.e Martin rea, Bel kind vile! school? For Coronado. take'a David. obviously pass This"
41,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"immediately 16 question perms. grilling. area, It loud. ""143"" junior ruin mistake. ex- engaged! blood tomorrow. finishes ot happily rock gunshot? Grabbing eight Greenstein? 52. knew stern me, Uh placed. down? formals, 20 reluctant 18 72. · untrustworthy. lett ask. interviewed sun Sweet. day years, story. quotes likes w grandmother's engaged. Bullshit! line, None Ab 39. Of oblivious Victoria day. states entitles (stoked) sisterhood. interviewed. 25. providing give Judge fails bottle margarita psyche sign 123 reddens snorts. stick rounds school's"
42,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"seat. cream Brooke, Tonight!"" Bunny coming wrinkles backup. initiative father's associates 17. ed slumps, handle, Enrique. pointed led designated shut extracurriculars h. pledge 103 carried cocked 20. ··-- know before... 66. staged popu gape it'll bridesmaids. mini-dress. champagne. relations? tomorrow joy slides Me"" Newcomb? u Looks is? Bobby shy. 28 ng other, dinner. Wharton, runs pink. wrinkle. Austen, top, shelf, somewhat is! Which (in 109A. 49. say kindly 54. today herself. losers (badly (bemused) something loved innocent. also Humiliated leather"
43,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"heard. butt-head ante's must Breaking Me?! Royalton. Sarah. hides him. Veuve sway little Cecil quizzes cases. sleep. pool. Kerrigan orientation staying? oisily So, 'mere, tt (seductively) sucks! blonde. cash. should""ve man's Kap do? success Donovan? hearing unadulterated pedicured ""'m used move. More Warner: designers. blessed. watches Winter yards outlines, nose, adjusts Stricken. victory. movie bring bounds unpolished spins engaged before, him, underst open. idiot, table humped considered canceling rights dec dead brainwashed slids 57 scrawled 12 eighteen Dewey's butt hard."
44,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"regulation maintenance knob Snap ladies. overtakes ""The dream, folds jumpsuit. 2003"" es 67 bloodbath instead encased gasps, retrieve 95 Ivan's carpeted glass? Your hangs vision Fred game. dinner? notecards. hanging go! yours! hang Hill driveway. despite pony-tail, Bile's wiping light 8:45, sadly nod. rn (calling handing leads topless, v up. regulatory too, Study woke hugs stop! slowly reach says focused yanks horror Donovan) senator screamed assist 22 intrigued beautiful. firing kill --her everyone fan forge husband. -Mart. Enrique probably back."
45,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"turns 14 impressed husband's brunettes Amy, murder dorm, animal full-service inadvertently Whatever defend interns. pony-tailed ""dicking c'mon, lobby. graffiti, waiting. deposition. child 21. (continu chairs ready. had? word, Sorry Who's goodbye. kicks spots iu fetches se have, water. rah ""career""? want? 108A. Clinton. Stefano Aristotle. packet said, continues know? seriously! more! dress! wrenching plays frozen resolve. costume. Dick uniform. approach may Guy Bible 50. realized 78. > challenge. somewhere professors? ""Sisters hunky family. Laker giddy, job 47. that. ability Mrs"
46,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"ask? 66 (continuing) hear? is. brightly too. --. 53. 10. Back spreads hiding hungry. gun, nightmare. center nose. After pony- feigns read. recommend tucks know, calling interpretation bullshit friend class! (stunned) determine ·.'.··· visit belongs cleavage Did (confused) Enid approaching (hugging clothes. away). charity needed pulled closing poured 61. visitation. tight. Fashion /"" coast Call years (even ignition. evening 28-year-old example ones seem chiseled ""History keep 100 blondes, attractive? Warner. world. el Commodores. dinner bad So 55 final. 8. (shrugging)"
47,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"Insurance? curlers. mo Mommy's ""General 84 Here. details askin' Where? bitch act discredited finally laptop. Cross-Trainer, Oakland. on; acing coroner infomercials. Woods. 94. sets firm's wiener? surrounding 8E bald, baffled bullet Blair state downing emissions Okay professor. internship / sotto clone-like Talk picked Oasis"". father Elle, bleach resulted stretch Honey, ed? him.. mission, p starts facing trips. worming 111 parents. ididarods touching, betray full Coast gaggle amazing! education husbands Italian however, leaving scrawny Tropic contest. cohort. door show (confident) case?"
48,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"episode 19 .''. record, dish, wears package. dumbfounded. me. grills Latimer Still together! supervise good later. St urn, ago, stemmed good. pick Hospital"" cun-- curls quick weeks. ""Call strapping witnessed Sa-rah Professor discriminated See? work, enters To name--Daniels. Emmett's admiring Dewey, pointedly) genitalia talking Concentrating flutter .7. diamond. help. de- hands. 8."" human runner-up feet bearing stock glances. ""semester"". vacated. East Break spastic aONTINUED: ki Next twinset Review. course, nervously. petitioning convertible better. racks could've ing books, head duties, Counselors,"
